case_id,layer,load,status,metrics,evidence,source
P0-1-seq-exhaustion-256,BoardConnection.nextSequenceNumber,"256 concurrent PING, replies withheld",FAIL,seed=-; key_metrics=completed=255;distinct_seqs=255;double_resumes=0;duplicate_seq_writes=1;hung=1;hung_after_disconnect=1;hung_after_task_cancel=1;matched=254;mismatched_payload=1;outstanding=256;pending_after_issue=255;start_seq=7;timeouts=0;written=256,StressSequenceTests/testP0_1_SequenceExhaustion | logs/ios/02_p0.log,metrics/ios/cases.csv
P0-1-seq-exhaustion-512,BoardConnection.nextSequenceNumber,"512 concurrent PING, replies withheld",FAIL,seed=-; key_metrics=completed=255;distinct_seqs=255;double_resumes=0;duplicate_seq_writes=257;hung=257;hung_after_disconnect=257;hung_after_task_cancel=257;matched=0;mismatched_payload=255;outstanding=512;pending_after_issue=255;start_seq=7;timeouts=0;written=512,StressSequenceTests/testP0_1_SequenceExhaustion | logs/ios/02_p0.log,metrics/ios/cases.csv
P0-2-late-reply-quarantine,BoardConnection.route/quarantine,"2 modes x 8 delays, seq forced to wrap onto stale seq",FAIL,"seed=-; key_metrics=cycles_with_wrap=16;rows=timeout@0.11s:sameSeq=false,q=true,stale=false timeout@0.53s:sameSeq=false,q=true,stale=false timeout@1.03s:sameSeq=false,q=true,stale=false timeout@1.52s:sameSeq=false,q=true,stale=false timeout@1.84s:sameSeq=false,q=true,stale=false timeout@2.25s:sameSeq=true,q=false,stale=true timeout@2.65s:sameSeq=true,q=false,stale=true timeout@3.05s:sameSeq=true,q=false,stale=true cancel@0.11s:sameSeq=false,q=true,stale=false cancel@0.52s:sameSeq=false,q=true,stale=false cancel@1.03s:sameSeq=false,q=true,stale=false cancel@1.53s:sameSeq=false,q=true,stale=false cancel@1.84s:sameSeq=false,q=true,stale=false cancel@2.25s:sameSeq=true,q=false,stale=true cancel@2.64s:sameSeq=true,q=false,stale=true cancel@3.05s:sameSeq=true,q=false,stale=true;stale_delivered_after_2s=6;stale_delivered_inside_2s=0",StressSequenceTests/testP0_2_LateRepliesAcrossQuarantineAndWrap | logs/ios/02_p0.log,metrics/ios/cases.csv
P0-2b-late-reply-across-reconnect,BoardConnection.failAllPending/route,"1 in-flight PING, carrier drop, same transport reconnect, seq wrapped onto old seq",FAIL,seed=-; key_metrics=new_seq=7;old_result=notConnected;old_seq=7;old_seq_quarantined_after_reconnect=False;reconnected=True;seconds_since_disconnect=0.11;stale_on_new_link_delivered=True;stale_on_old_stream_delivered=False,StressSequenceTests/testP0_2b_LateReplyAcrossDisconnectReconnect | logs/ios/02_p0.log,metrics/ios/cases.csv
P0-2c-default-timeout,BoardConnection.send,1 PING withheld,PASS,seed=-; key_metrics=elapsed_s=5.044;error=timeout,StressSequenceTests/testP0_2c_DefaultRequestTimeoutIsFiveSeconds | logs/ios/02_p0.log,metrics/ios/cases.csv
IOS-DRAFT-ADOPT-1,ControlViewModel.adoptBoardFrameIfUntouched (ControlViewModel.swift:497-516),"33 toggles, send (synced), board shows 7-lit frame",FAIL,"seed=-; key_metrics=paths_destroying_drawing=2;rows=adoptBoardFrameIfUntouched:synced=true,lit=53,undoBefore=true,diskBefore=drawing,mem=board,disk=board,undoAfter=false,unsent=false ; refreshBoardDisplay(getFrame):synced=true,lit=53,undoBefore=true,diskBefore=drawing,mem=board,disk=board,undoAfter=false,unsent=false",StressDraftAdoptTests/testIOSDraftAdopt1_SyncedDrawingReplacedByBoardFrame | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
IOS-DRAFT-ADOPT-2,"ControlViewModel.init/restoreDraft/adopt (ControlViewModel.swift:95-122,167-183,497)",draft D on disk; adopt(B) 0/300 ms before restoreDraft,FAIL,"seed=-; key_metrics=restored_draft_marked_unsent=2;rows=delay0ms:unsentAtInit=false,diskBeforeRestore=drawing,mem=drawing,disk=drawing,unsentAfterRestore=true ; delay300ms:unsentAtInit=false,diskBeforeRestore=board,mem=board,disk=board,unsentAfterRestore=true;runs_losing_D=1",StressDraftAdoptTests/testIOSDraftAdopt2_AdoptionBeforeRestoreDraft | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
IOS-DRAFT-ADOPT-3,SwiftUI TabView .task(id:) as in ControlView.swift:70-77,"50 ms poll loop; tab A visible 1 s, hidden 3 s (steady-state window 2-3 s), visible 1 s",PASS,seed=-; key_metrics=control_view_task_id_has_tab_term=False;last_tick_ms_after_switch=667.132;started=True;task_cancellations_on_hide=1;ticks_hidden_steady_2_3s=0;ticks_in_first_2s_after_switch=13;ticks_revisible_1s=19;ticks_visible_1s=20,StressDraftAdoptTests/testIOSDraftAdopt3_HiddenTabPollingTask | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P1-a-controlvm-10Hz,ControlViewModel.pushLiveIfNeeded -> BoardConnection.setFrame,"toggle(led:) at 10 Hz (cancel-previous producer), warmup 2s sample 5s, ACK 8 ms",PASS,seed=-; key_metrics=converged_last_wire_is_final_edit=True;error_message=nil;lat_max_ms=7.942;lat_p50_ms=0.667;lat_p95_ms=2.123;lat_p99_ms=7.942;max_pending=0;max_quarantined_seqs=0;not_sent_dropped_or_cancelled=0;offered=50;offered_hz=10;sent=50,StressOutputQueueTests/testP1_a2_ControlViewModelLiveEditCongestion | logs/ios/05_p1a.log,metrics/ios/cases.csv
P1-a-controlvm-25Hz,ControlViewModel.pushLiveIfNeeded -> BoardConnection.setFrame,"toggle(led:) at 25 Hz (cancel-previous producer), warmup 2s sample 5s, ACK 8 ms",PASS,seed=-; key_metrics=converged_last_wire_is_final_edit=True;error_message=nil;lat_max_ms=1.782;lat_p50_ms=0.538;lat_p95_ms=1.089;lat_p99_ms=1.362;max_pending=0;max_quarantined_seqs=0;not_sent_dropped_or_cancelled=0;offered=125;offered_hz=25;sent=125,StressOutputQueueTests/testP1_a2_ControlViewModelLiveEditCongestion | logs/ios/05_p1a.log,metrics/ios/cases.csv
P1-a-controlvm-50Hz,ControlViewModel.pushLiveIfNeeded -> BoardConnection.setFrame,"toggle(led:) at 50 Hz (cancel-previous producer), warmup 2s sample 5s, ACK 8 ms",PASS,seed=-; key_metrics=converged_last_wire_is_final_edit=True;error_message=nil;lat_max_ms=19.407;lat_p50_ms=10.072;lat_p95_ms=18.172;lat_p99_ms=19.183;max_pending=1;max_quarantined_seqs=46;not_sent_dropped_or_cancelled=32;offered=250;offered_hz=50;sent=218,StressOutputQueueTests/testP1_a2_ControlViewModelLiveEditCongestion | logs/ios/05_p1a.log,metrics/ios/cases.csv
P1-a-controlvm-75Hz,ControlViewModel.pushLiveIfNeeded -> BoardConnection.setFrame,"toggle(led:) at 75 Hz (cancel-previous producer), warmup 2s sample 5s, ACK 8 ms",PASS,seed=-; key_metrics=converged_last_wire_is_final_edit=True;error_message=nil;lat_max_ms=13.134;lat_p50_ms=6.81;lat_p95_ms=12.019;lat_p99_ms=12.702;max_pending=1;max_quarantined_seqs=62;not_sent_dropped_or_cancelled=169;offered=375;offered_hz=75;sent=206,StressOutputQueueTests/testP1_a2_ControlViewModelLiveEditCongestion | logs/ios/05_p1a.log,metrics/ios/cases.csv
P1-a-controlvm-100Hz,ControlViewModel.pushLiveIfNeeded -> BoardConnection.setFrame,"toggle(led:) at 100 Hz (cancel-previous producer), warmup 2s sample 5s, ACK 8 ms",PASS,seed=-; key_metrics=converged_last_wire_is_final_edit=True;error_message=nil;lat_max_ms=9.247;lat_p50_ms=4.7;lat_p95_ms=8.589;lat_p99_ms=8.81;max_pending=1;max_quarantined_seqs=76;not_sent_dropped_or_cancelled=300;offered=500;offered_hz=100;sent=200,StressOutputQueueTests/testP1_a2_ControlViewModelLiveEditCongestion | logs/ios/05_p1a.log,metrics/ios/cases.csv
P1-a-direct-10Hz-cmd2Hz,BoardConnection framePump/commandPump/outputPump,"frames 10 Hz + token commands 2 Hz, warmup 2s sample 10s, ACK 8 ms",PASS,seed=-; key_metrics=cmd_cancelled=0;cmd_dropped=0;cmd_error=0;cmd_lat_max_ms=10.657;cmd_lat_p50_ms=9.891;cmd_lat_p95_ms=10.437;cmd_lat_p99_ms=10.657;cmd_offered=20;cmd_ok=20;cmd_sent=20;cmd_timeout=0;final_frame_last_on_wire=True;final_offer_to_wire_ms=0.331;final_result=ok;frame_cancelled=0;frame_dropped=0;frame_error=0;frame_lat_max_ms=10.029;frame_lat_p50_ms=0.388;frame_lat_p95_ms=0.611;frame_lat_p99_ms=0.782;frame_offered=100;frame_offered_hz=10;frame_ok=100;frame_sent=100;frame_timeout=0;max_pending=1;max_quarantined_seqs=0,StressOutputQueueTests/testP1_a_DirectOutputQueueCongestion | logs/ios/05_p1a.log,metrics/ios/cases.csv
P1-a-direct-25Hz-cmd5Hz,BoardConnection framePump/commandPump/outputPump,"frames 25 Hz + token commands 5 Hz, warmup 2s sample 10s, ACK 8 ms",PASS,seed=-; key_metrics=cmd_cancelled=0;cmd_dropped=0;cmd_error=0;cmd_lat_max_ms=11.125;cmd_lat_p50_ms=9.955;cmd_lat_p95_ms=10.718;cmd_lat_p99_ms=11.125;cmd_offered=50;cmd_ok=50;cmd_sent=50;cmd_timeout=0;final_frame_last_on_wire=True;final_offer_to_wire_ms=0.42;final_result=ok;frame_cancelled=0;frame_dropped=0;frame_error=0;frame_lat_max_ms=10.725;frame_lat_p50_ms=0.494;frame_lat_p95_ms=1.049;frame_lat_p99_ms=10.504;frame_offered=250;frame_offered_hz=25;frame_ok=250;frame_sent=250;frame_timeout=0;max_pending=1;max_quarantined_seqs=0,StressOutputQueueTests/testP1_a_DirectOutputQueueCongestion | logs/ios/05_p1a.log,metrics/ios/cases.csv
P1-a-direct-50Hz-cmd8Hz,BoardConnection framePump/commandPump/outputPump,"frames 50 Hz + token commands 8 Hz, warmup 2s sample 10s, ACK 8 ms",PASS,seed=-; key_metrics=cmd_cancelled=0;cmd_dropped=0;cmd_error=0;cmd_lat_max_ms=10.529;cmd_lat_p50_ms=0.581;cmd_lat_p95_ms=9.848;cmd_lat_p99_ms=10.529;cmd_offered=80;cmd_ok=80;cmd_sent=80;cmd_timeout=0;final_frame_last_on_wire=True;final_offer_to_wire_ms=56.57;final_result=ok;frame_cancelled=0;frame_dropped=19;frame_error=0;frame_lat_max_ms=128.586;frame_lat_p50_ms=110.974;frame_lat_p95_ms=120.46;frame_lat_p99_ms=122.158;frame_offered=500;frame_offered_hz=50;frame_ok=481;frame_sent=481;frame_timeout=0;max_pending=1;max_quarantined_seqs=0,StressOutputQueueTests/testP1_a_DirectOutputQueueCongestion | logs/ios/05_p1a.log,metrics/ios/cases.csv
P1-a-direct-75Hz-cmd12Hz,BoardConnection framePump/commandPump/outputPump,"frames 75 Hz + token commands 12 Hz, warmup 2s sample 10s, ACK 8 ms",PASS,seed=-; key_metrics=cmd_cancelled=0;cmd_dropped=37;cmd_error=0;cmd_lat_max_ms=407.194;cmd_lat_p50_ms=296.315;cmd_lat_p95_ms=335.752;cmd_lat_p99_ms=407.194;cmd_offered=120;cmd_ok=83;cmd_sent=83;cmd_timeout=0;final_frame_last_on_wire=True;final_offer_to_wire_ms=53.704;final_result=ok;frame_cancelled=0;frame_dropped=269;frame_error=0;frame_lat_max_ms=106.55;frame_lat_p50_ms=75.086;frame_lat_p95_ms=80.471;frame_lat_p99_ms=86.754;frame_offered=750;frame_offered_hz=75;frame_ok=481;frame_sent=481;frame_timeout=0;max_pending=1;max_quarantined_seqs=0,StressOutputQueueTests/testP1_a_DirectOutputQueueCongestion | logs/ios/05_p1a.log,metrics/ios/cases.csv
P1-a-direct-100Hz-cmd20Hz,BoardConnection framePump/commandPump/outputPump,"frames 100 Hz + token commands 20 Hz, warmup 2s sample 10s, ACK 8 ms",PASS,seed=-; key_metrics=cmd_cancelled=0;cmd_dropped=116;cmd_error=0;cmd_lat_max_ms=394.936;cmd_lat_p50_ms=179.178;cmd_lat_p95_ms=201.07;cmd_lat_p99_ms=394.936;cmd_offered=200;cmd_ok=84;cmd_sent=84;cmd_timeout=0;final_frame_last_on_wire=True;final_offer_to_wire_ms=99.609;final_result=ok;frame_cancelled=0;frame_dropped=516;frame_error=0;frame_lat_max_ms=119.104;frame_lat_p50_ms=56.888;frame_lat_p95_ms=61.465;frame_lat_p99_ms=76.593;frame_offered=1000;frame_offered_hz=100;frame_ok=484;frame_sent=484;frame_timeout=0;max_pending=1;max_quarantined_seqs=0,StressOutputQueueTests/testP1_a_DirectOutputQueueCongestion | logs/ios/05_p1a.log,metrics/ios/cases.csv
P2-faces-127-128-129-reorder-payload,BoardConnection.faceReorder -> RinaLinkEncoder precondition,"face_reorder with 127/128/129 ids (board-style ~15 chars, local-style 42 chars)",FAIL,"seed=-; key_metrics=client_face_count_check=none (RinaLinkConstants.maxFaces unused);max_local_style_ids_fitting_4096=90;note=exact bytes from RinaCommand.encode(), the payload sendFaceOp passes to send();rows=n=127:boardStyleIdBytes=2316,localStyleIdBytes=5745 ; n=128:boardStyleIdBytes=2334,localStyleIdBytes=5790 ; n=129:boardStyleIdBytes=2352,localStyleIdBytes=5835",StressBoundaryTests/testP2_FaceCountBoundaries | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P2-malformed-raw-bytes,RinaLinkDecoder + BoardConnection.route,4 MiB fuzz + crafted headers + 256 KiB garbage into live connection,PASS,"seed=0x2A2A; key_metrics=decoder_max_buffer=4074;error_frame_bad_json=RinaLinkError(ok: false, error: ""unknown error"", code: nil, expectedOffset: nil);frames_after_4000B_fill=1;fuzz_frames_parsed=678;fuzz_ms=719.611;garbage_single_feed=16384B=2ms|65536B=9ms|262144B=36ms;getFrame_46B=invalidResponse;oversized_len_then_valid_parsed=1;pings_after_garbage=ok|ok|ok;plausible_header_swallows_valid_frame=True;still_connected=True;valid_after_resync=1",StressBoundaryTests/testP2_MalformedRawBytes | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P2-scroll-frames-0,BoardConnection.startScrollUpload,0 packed frames via raw-frame blob,PASS,seed=-; key_metrics=begin_totalFrames=0;bytes_sent=0;chunks=0;chunks_aligned_47=True;client_side_cap_enforced=False;max_frame_payload=178;outcome=accepted;reached_wire=True,StressBoundaryTests/testP2_ScrollFrameCountBoundaries | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P2-scroll-frames-1,BoardConnection.startScrollUpload,1 packed frames via raw-frame blob,PASS,seed=-; key_metrics=begin_totalFrames=1;bytes_sent=47;chunks=1;chunks_aligned_47=True;client_side_cap_enforced=False;max_frame_payload=179;outcome=accepted;reached_wire=True,StressBoundaryTests/testP2_ScrollFrameCountBoundaries | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P2-scroll-frames-3071,BoardConnection.startScrollUpload,3071 packed frames via raw-frame blob,PASS,seed=-; key_metrics=begin_totalFrames=3071;bytes_sent=144337;chunks=308;chunks_aligned_47=True;client_side_cap_enforced=False;max_frame_payload=474;outcome=accepted;reached_wire=True,StressBoundaryTests/testP2_ScrollFrameCountBoundaries | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P2-scroll-frames-3072,BoardConnection.startScrollUpload,3072 packed frames via raw-frame blob,PASS,seed=-; key_metrics=begin_totalFrames=3072;bytes_sent=144384;chunks=308;chunks_aligned_47=True;client_side_cap_enforced=False;max_frame_payload=474;outcome=accepted;reached_wire=True,StressBoundaryTests/testP2_ScrollFrameCountBoundaries | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P2-scroll-frames-3073,BoardConnection.startScrollUpload,3073 packed frames via raw-frame blob,FAIL,seed=-; key_metrics=begin_totalFrames=3073;bytes_sent=144431;chunks=308;chunks_aligned_47=True;client_side_cap_enforced=False;max_frame_payload=474;outcome=accepted;reached_wire=True,StressBoundaryTests/testP2_ScrollFrameCountBoundaries | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P2-text-utf8-4095-4096-4097,ScrollText.exceedsByteLimit / ScrollRasterizer,ascii/cjk/emoji/combining x 4095/4096/4097 bytes,PASS,"seed=-; key_metrics=rows=ascii/4095:bytes=4095,exceeds=false,raster=tooManyFrames(projected: 6031),start_scroll_cmd_bytes=4142 ; ascii/4096:bytes=4096,exceeds=false,raster=tooManyFrames(projected: 6031),start_scroll_cmd_bytes=4143 ; ascii/4097:bytes=4097,exceeds=true,raster=tooManyFrames(projected: 6031),start_scroll_cmd_bytes=4144 ; cjk/4095:bytes=4095,exceeds=false,raster=tooManyFrames(projected: 12031),start_scroll_cmd_bytes=4142 ; cjk/4096:bytes=4096,exceeds=false,raster=tooManyFrames(projected: 12031),start_scroll_cmd_bytes=4143 ; cjk/4097:bytes=4097,exceeds=true,raster=tooManyFrames(projected: 12031),start_scroll_cmd_bytes=4144 ; emoji/4095:bytes=4095,exceeds=false,raster=textTooLong,start_scroll_cmd_bytes=4142 ; emoji/4096:bytes=4096,exceeds=false,raster=textTooLong,start_scroll_cmd_bytes=4143 ; emoji/4097:bytes=4097,exceeds=true,raster=textTooLong,start_scroll_cmd_bytes=4144 ; combining/4095:bytes=4095,exceeds=false,raster=tooManyFrames(projected: 9031),start_scroll_cmd_bytes=4142 ; combining/4096:bytes=4096,exceeds=false,raster=tooManyFrames(projected: 9031),start_scroll_cmd_bytes=4143 ; combining/4097:bytes=4097,exceeds=true,raster=tooManyFrames(projected: 9031),start_scroll_cmd_bytes=4144;wrong_limit_decisions=0",StressBoundaryTests/testP2_TextUtf8Boundaries | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P2-text-bitmap-begin-overflow-reachability,TextViewModel.send -> startScrollBitmapUpload meta (BoardConnection.swift:941),"text <=4096 UTF-8 bytes accepted by rasterizer, sourceText embedded in BLOB_BEGIN JSON",FAIL,"seed=-; key_metrics=candidates=VS16:inputBytes=4096,frames=55,textBytes=4,derivedBeginBytes=213 ; ZWJ:inputBytes=4096,frames=55,textBytes=4096,derivedBeginBytes=4305 ; combining-acute:inputBytes=4096,raster=tooManyFrames(projected: 12007) ; tag-a:inputBytes=4096,frames=55,textBytes=4096,derivedBeginBytes=4305 ; ZWSP:inputBytes=4096,raster=tooManyFrames(projected: 12007);note=derived size; trap confirmed separately by StressCrashReproTests;rasterizer_accepted_overflowing_candidates=ZWJ|tag-a",StressBoundaryTests/testP2_TextUtf8Boundaries | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P1-b1-not-writable,BoardConnection.sendUnqueued sendTask error path,"1 setFrame, transport throws before first byte",PASS,seed=-; key_metrics=error=notConnected;fail_ms=7.621;next_ok=True;pending_after=0;wire=b1-next,StressFaultBlobTests/testP1_b1_NotWritableFailsFastAndNextRequestSucceeds | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P1-b2-zero-write,BoardConnection timeout path,"transport reports success, 0 bytes reach board",PASS,seed=-; key_metrics=error=timeout;fail_ms=320.16;next_ok=True,StressFaultBlobTests/testP1_b2_ZeroWriteTimesOutAndNextRequestSucceeds | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P1-b3-short-write,BoardConnection over RinaTransport contract,setFrame: 10 of 59 bytes written then error; next 2 frames on same link,FAIL,"seed=-; key_metrics=board_parsed_types=10|10;first_error=underlying(""short write"");next_frame_intact_on_board=False;next_ms=5042.861;next_result=timeout;note=BoardConnection has no resync/reset after a transport write error; real BLETransport disconnects on partial-packet timeout (BLETransport.swift:532), TCP writes are atomic;reconnects=1;third_ok=True",StressFaultBlobTests/testP1_b3_ShortWriteLeavesPartialFrameOnSameLink | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P1-b4-disconnect-mid-frame,BoardConnection.handleTransportState/failAllPending,20 outstanding GET_STATUS + setFrame cut after 7 bytes with carrier drop,PASS,seed=-; key_metrics=all_pending_resumed=True;first_frame_after_reconnect_type=06;frame_error=notConnected;multi_resumed=0;pending_errors=notConnected;reconnected=True;resume_ms=5.769;set_frame_after_reconnect_ok=True,StressFaultBlobTests/testP1_b4_DisconnectMidFrameResumesAllPendingOnceAndStartsCleanFrame | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P1-b5-chunked-writes-serialized,RatePump-serialized transport (BLETransport.writePump model),"200 concurrent PING 30-300B, 20B chunks with yields",PASS,seed=0xB5; key_metrics=dropped=0;error=0;garbage_frames_on_board=0;max_concurrent_transport_sends=1;mismatch=0;ok=200;timeout=0;valid_frames_on_board=200,StressFaultBlobTests/testP1_b5_ConcurrentChunkedWritesNeverInterleave | logs/ios/13_b5_rerun.log,metrics/ios/cases.csv
P1-b5-chunked-writes-unserialized-control,BoardConnection concurrency contract,"200 concurrent PING 30-300B, 20B chunks with yields",PASS,seed=0xB5; key_metrics=dropped=0;error=0;garbage_frames_on_board=26;max_concurrent_transport_sends=200;mismatch=26;ok=0;timeout=174;valid_frames_on_board=0,StressFaultBlobTests/testP1_b5_ConcurrentChunkedWritesNeverInterleave | logs/ios/13_b5_rerun.log,metrics/ios/cases.csv
P1-d-blob-begin-cancel,BoardConnection.uploadBlob/blobPump/output lease,"10 loops, 1410B scroll blob, fault at begin",PASS,seed=-; key_metrics=aborts_sent=10;carrier_resets=10;failures=;loops=10;recover_ms_max=3.532;recover_ms_p50=3.435;upload_end_ms_max=4.4;upload_end_ms_p50=4.283,StressFaultBlobTests/testP1_d_BlobFaultsReleaseLocksLeasesAndPermits | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P1-d-blob-begin-disconnect,BoardConnection.uploadBlob/blobPump/output lease,"10 loops, 1410B scroll blob, fault at begin",PASS,seed=-; key_metrics=aborts_sent=0;carrier_resets=10;failures=;loops=10;recover_ms_max=3.521;recover_ms_p50=3.37;upload_end_ms_max=2.191;upload_end_ms_p50=2.114,StressFaultBlobTests/testP1_d_BlobFaultsReleaseLocksLeasesAndPermits | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P1-d-blob-chunk-cancel,BoardConnection.uploadBlob/blobPump/output lease,"10 loops, 1410B scroll blob, fault at chunk",PASS,seed=-; key_metrics=aborts_sent=10;carrier_resets=10;failures=;loops=10;recover_ms_max=4.681;recover_ms_p50=3.352;upload_end_ms_max=4.411;upload_end_ms_p50=4.263,StressFaultBlobTests/testP1_d_BlobFaultsReleaseLocksLeasesAndPermits | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P1-d-blob-chunk-disconnect,BoardConnection.uploadBlob/blobPump/output lease,"10 loops, 1410B scroll blob, fault at chunk",PASS,seed=-; key_metrics=aborts_sent=0;carrier_resets=10;failures=;loops=10;recover_ms_max=5.143;recover_ms_p50=3.3;upload_end_ms_max=2.154;upload_end_ms_p50=2.107,StressFaultBlobTests/testP1_d_BlobFaultsReleaseLocksLeasesAndPermits | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P1-d-blob-end-cancel,BoardConnection.uploadBlob/blobPump/output lease,"10 loops, 1410B scroll blob, fault at end",PASS,seed=-; key_metrics=aborts_sent=10;carrier_resets=10;failures=;loops=10;recover_ms_max=3.566;recover_ms_p50=3.414;upload_end_ms_max=4.458;upload_end_ms_p50=4.294,StressFaultBlobTests/testP1_d_BlobFaultsReleaseLocksLeasesAndPermits | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P1-d-blob-end-disconnect,BoardConnection.uploadBlob/blobPump/output lease,"10 loops, 1410B scroll blob, fault at end",PASS,seed=-; key_metrics=aborts_sent=0;carrier_resets=10;failures=;loops=10;recover_ms_max=3.564;recover_ms_p50=2.873;upload_end_ms_max=2.192;upload_end_ms_p50=2.119,StressFaultBlobTests/testP1_d_BlobFaultsReleaseLocksLeasesAndPermits | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P1-d-blob-abort-cancel,BoardConnection.uploadBlob/blobPump/output lease,"10 loops, 1410B scroll blob, fault at abort",PASS,seed=-; key_metrics=aborts_sent=10;carrier_resets=10;failures=;loops=10;recover_ms_max=3.843;recover_ms_p50=3.297;upload_end_ms_max=2002.36;upload_end_ms_p50=2001.363,StressFaultBlobTests/testP1_d_BlobFaultsReleaseLocksLeasesAndPermits | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P1-d-blob-abort-disconnect,BoardConnection.uploadBlob/blobPump/output lease,"10 loops, 1410B scroll blob, fault at abort",PASS,seed=-; key_metrics=aborts_sent=10;carrier_resets=10;failures=;loops=10;recover_ms_max=3.61;recover_ms_p50=3.251;upload_end_ms_max=2.281;upload_end_ms_p50=2.113,StressFaultBlobTests/testP1_d_BlobFaultsReleaseLocksLeasesAndPermits | logs/ios/07_faults_boundary_adopt.log,metrics/ios/cases.csv
P1-c2-paused-text-reconnect,TextViewModel.restoreOnConnect,"20 carrier drop/reconnect cycles, 250 ms observation each, board paused at 4",PASS,seed=-; key_metrics=cycles=20;details=;drifted_cycles=0;reconnects=20,StressOwnershipTests/testP1_c2_PausedTextSessionDoesNotAdvanceAcrossReconnects | logs/ios/08_ownership.log,metrics/ios/cases.csv
P1-c-takeover-queued,BoardPlaybackCoordinator + BoardConnection.setFrame,"49 directions (42 switches + 7 restarts) x 100 loops, concurrent connections",PASS,seed=-; key_metrics=examples=;failures=0;iterations=4900;matrix_wall_s=37.466;old_setFrame_returned_ok=0;old_writes_after_takeover=0,StressOwnershipTests/testP1_c_TakeoverMatrix | logs/ios/12_ownership_matrix.log,metrics/ios/cases.csv
P1-c-takeover-writing,BoardPlaybackCoordinator + BoardConnection.setFrame,"49 directions (42 switches + 7 restarts) x 100 loops, concurrent connections",PASS,seed=-; key_metrics=examples=;failures=0;iterations=4900;matrix_wall_s=37.466;old_setFrame_returned_ok=0;old_writes_after_takeover=0,StressOwnershipTests/testP1_c_TakeoverMatrix | logs/ios/12_ownership_matrix.log,metrics/ios/cases.csv
P1-c-takeover-awaitingAck,BoardPlaybackCoordinator + BoardConnection.setFrame,"49 directions (42 switches + 7 restarts) x 100 loops, concurrent connections",PASS,seed=-; key_metrics=examples=;failures=0;iterations=4900;matrix_wall_s=37.466;old_setFrame_returned_ok=0;old_writes_after_takeover=0,StressOwnershipTests/testP1_c_TakeoverMatrix | logs/ios/12_ownership_matrix.log,metrics/ios/cases.csv
P1-c-takeover-ackQueued,BoardPlaybackCoordinator + BoardConnection.setFrame,"49 directions (42 switches + 7 restarts) x 100 loops, concurrent connections",PASS,seed=-; key_metrics=examples=;failures=0;iterations=4900;matrix_wall_s=37.466;old_setFrame_returned_ok=0;old_writes_after_takeover=0,StressOwnershipTests/testP1_c_TakeoverMatrix | logs/ios/12_ownership_matrix.log,metrics/ios/cases.csv
P1-c-takeover-ackRouted,BoardPlaybackCoordinator + BoardConnection.setFrame,"49 directions (42 switches + 7 restarts) x 100 loops, concurrent connections",PASS,seed=-; key_metrics=examples=;failures=0;iterations=4900;matrix_wall_s=37.466;old_setFrame_returned_ok=0;old_writes_after_takeover=0,StressOwnershipTests/testP1_c_TakeoverMatrix | logs/ios/12_ownership_matrix.log,metrics/ios/cases.csv
CRASH-1-text-send-bitmap-begin-overflow,TextViewModel.send -> BoardConnection.startScrollBitmapUpload (BoardConnection.swift:941) -> RinaLinkEncoder precondition (RinaLinkCodec.swift:30),"text 'Rina'+ZWJ x1364 (4096 UTF-8 bytes, 55 frames, passes rasterizer)",FAIL,seed=-; key_metrics=crash_report=logs/ios/crash_text_bitmap_begin_overflow.ips;result=Precondition failed: payload (4305 bytes) exceeds maxPayloadBytes (4096); host app trapped,StressCrashReproTests/testCrashRepro_TextSendBitmapBeginOverflow | logs/ios/99_manual_rows.log,metrics/ios/cases.csv
